A,A1,AB,AB1,AB2,AD,AD1,Access width,Aim,ArticleCode,A²,B,B1,B2,B3,B4,B5,Battery capacity,Battery charge time,Blade,Cabinet width,Colour / surface,Compatibility,Connection,Content,Cut-out,D,D1,DN,DN1,DNV,Discharge rate,Door,Drain,E,E1,Fastening,Fastening points,G,G1,Gl,Glass thickness,Glass thickness door,Gs,H,H1,H2,H3,Hinge material,IK,ImageURL,Inlet,Insulation,K,K1 max.,K2 max.,K3 max.,L,L1,L2,L3,La,Luminous flux,Luminous flux (max. / above / below),"Luminous flux, above","Luminous flux, below","Luminous flux, indirect",M,Main element weight,Mix & Match,Mixer,Model,NPT,Nominal width,Number of outlets,Number of power sockets,Outlet,Overflow,PN,PageURL,Plug type,Power consumption,Power consumption of mirror heating,Power socket,Product material,Protection class,Quick-release hinges,R,R1,RMF,RMF1,Rg,Rp,Rp1,RpMF,RpMF1,S,SW,Sanitary module,Sealing of connection,Shelf space,Soft-closing mechanism,Specification number,Straight connector,T,T1,T2,T3,T4,T5,T6,Tap hole,Tip,Title,Total water capacity,Towel rail,Trap cutout,Washbasin width,With overflow hole,X,X1,X2,X3,X4,X5,X6,Z,Z1,Z2,Z3,Z4,Z5,Z6,a,a1,arc,arc2,b,c,"d, ø","d1, ø","d2, ø","d3, ø","da, ø","di, ø","di1, ø",h,h1,h2,k,l,l1,l2,m,n,r,s,s1
,,,,,,,,,379.740.16.1,,,,,,,,,,,,,,,,,5.6 cm,,30,,,,,,,,,,,,44 mm,,,,4.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/15/85/DAS_121585_20170925_174022.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101604,,,,,,,,,,,,1/8 ″,,,,,,,,,,,,,,,,,,,,,,Geberit HDPE threaded connector with compression joint | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,32 mm,,,,,,,2.6 cm,3 cm,1 cm,,,,,,,,,
,,,,,,,,,50581,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,3/4 ″,,,,,,4.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,15 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50582,,,,,,,,,,,,,,,,,,,12 / 20,,,,,,,,,,3/4 ″,,,,,,4.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,15 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50583,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,3/4 ″,,,,,,4.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,18 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50584,,,,,,,,,,,,,,,,,,,15 / 20,,,,,,,,,,3/4 ″,,,,,,4.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,18 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50585,,,,,,,,,,,,,,,,,,,20 / 15,,,,,,,,,,1 ″,,,,,,4.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.7 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50586,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,1 ″,,,,,,4.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,6.8 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50587,,,,,,,,,,,,,,,,,,,20 / 25,,,,,,,,,,1 ″,,,,,,5.2 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,7.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50588,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,1 1/4 ″,,,,,,5.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,7.8 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,28 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50589,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,1 1/2 ″,,,,,,5.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,8.5 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1 1/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,35 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50590,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,1 3/4 ″,,,,,,6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,9 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,1 1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,42 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,50591,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,2 3/8 ″,,,,,,6.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/97/DAS_122297_20170925_153715.jpg",,,,,,,10.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103157,,,,,,,,2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Stainless Steel adaptor union with male thread, union nut made of CrNi steel (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.922.00.1,,39 cm,,,,,,,,,,light hickory / foil structured,,,,,,,,,,,,,,,,,,,,,,,105 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/98/18/DAS_1919818_20201012_114404.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1790091,,,,,,,,,,,,,,,,,,,,,,,,,36 cm,,,,,,,,,Geberit Renova Plan medium cabinet with two doors and one drawer | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.922.01.1,,39 cm,,,,,,,,,,white / high-gloss coated,,,,,,,,,,,,,,,,,,,,,,,105 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/12/82/DAS_1831282_20200716_112756.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1790091,,,,,,,,,,,,,,,,,,,,,,,,,36 cm,,,,,,,,,Geberit Renova Plan medium cabinet with two doors and one drawer | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.922.JK.1,,39 cm,,,,,,,,,,lava / matt coated,,,,,,,,,,,,,,,,,,,,,,,105 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/12/76/DAS_1831276_20200716_112742.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1790091,,,,,,,,,,,,,,,,,,,,,,,,,36 cm,,,,,,,,,Geberit Renova Plan medium cabinet with two doors and one drawer | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.922.JR.1,,39 cm,,,,,,,,,,hickory / foil structured,,,,,,,,,,,,,,,,,,,,,,,105 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/98/19/DAS_1919819_20201012_114406.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1790091,,,,,,,,,,,,,,,,,,,,,,,,,36 cm,,,,,,,,,Geberit Renova Plan medium cabinet with two doors and one drawer | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,81454,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,,,,,,,3.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/26/DAS_122226_20170925_153456.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103122,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Stainless Steel T-piece with male thread (silicone-free) | Geberit product catalogue,,,,,,,,,,,,,1.2 cm,1.2 cm,,,,,,,,90 °,,,,15 mm,15 mm,,,,,,,,,,3.2 cm,3.2 cm,,,,,,
,,,,,,,,,81455,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,3.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/26/DAS_122226_20170925_153456.jpg",,,,,,,6.8 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103122,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Stainless Steel T-piece with male thread (silicone-free) | Geberit product catalogue,,,,,,,,,,,,,1.4 cm,1.4 cm,,,,,,,,90 °,,,,18 mm,18 mm,,,,,,,,,,3.4 cm,3.4 cm,,,,,,
,,,,,,,,,81458,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,4.2 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/26/DAS_122226_20170925_153456.jpg",,,,,,,7.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103122,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Stainless Steel T-piece with male thread (silicone-free) | Geberit product catalogue,,,,,,,,,,,,,1.6 cm,1.6 cm,,,,,,,,90 °,,,,22 mm,22 mm,,,,,,,,,,3.7 cm,3.7 cm,,,,,,
,,,,,,,,,81461,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,4.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/26/DAS_122226_20170925_153456.jpg",,,,,,,8.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103122,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Stainless Steel T-piece with male thread (silicone-free) | Geberit product catalogue,,,,,,,,,,,,,1.9 cm,1.9 cm,,,,,,,,90 °,,,,28 mm,28 mm,,,,,,,,,,4.2 cm,4.2 cm,,,,,,
,,,,,,,,,500.785.00.1,,55 cm,42 cm,27.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/19/35/DAS_1191935_20180928_112512.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,52.5 cm,37.5 cm,,,,,,centred,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.785.00.7,,55 cm,42 cm,27.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/30/60/DAS_1193060_20180928_122521.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,52.5 cm,37.5 cm,,,,,,centred,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.786.00.7,,55 cm,42 cm,27.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/30/56/DAS_1193056_20180928_122514.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,52.5 cm,37.5 cm,,,,,,centred,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.787.01.7,,55 cm,42 cm,27.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/30/59/DAS_1193059_20190204_131911.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,52.5 cm,37.5 cm,,,,,,without,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.788.01.7,,65 cm,45 cm,32.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/30/60/DAS_1193060_20180928_122521.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,55 cm,40 cm,,,,,,centred,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.789.01.7,,65 cm,45 cm,32.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/30/61/DAS_1193061_20180928_122524.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,55 cm,40 cm,,,,,,centred,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.790.01.7,,65 cm,45 cm,32.5 cm,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/70/16/DAS_537016_20170926_153107.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1191906,,,,,,,,,,,,,,,,,,,,,,,,,55 cm,40 cm,,,,,,without,,"Geberit Selnova Comfort Square washbasin, barrier-free | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.641.21.1,,24 cm,1.5 cm,,,,,,,,,gloss chrome-plated,,,,,,,,,,,,,,,,,,,,,,,15.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/06/00/DAS_120600_20170925_161929.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_222106,,,,,Die-cast zinc,,,,,,,,,,,,,,,,,,,,0.6 cm,,,,,,,,,Geberit cover frame for Sigma60 flush plate | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.641.GH.1,,24 cm,1.5 cm,,,,,,,,,"chrome-plated, brushed, easy-to-clean coated",,,,,,,,,,,,,,,,,,,,,,,15.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/06/00/DAS_120600_20170925_161929.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_222106,,,,,Die-cast zinc,,,,,,,,,,,,,,,,,,,,0.6 cm,,,,,,,,,Geberit cover frame for Sigma60 flush plate | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,611.277.00.6,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/08/DAS_125608_20170925_151236.jpg",,,,,,,5.8 cm,2.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102916,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla elbow tap connector 90° for concealed cistern | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,,,,,,,,,90 °,,,,16 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,612.277.00.6,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/56/08/DAS_125608_20170925_151236.jpg",,,,,,,6.1 cm,2.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102916,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla elbow tap connector 90° for concealed cistern | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,,,,,,,,,90 °,,,,20 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,690.940.00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/95/73/DAS_1849573_20200824_130947.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1743744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit FlowFit collecting device for pressing indicator | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,16 / 20 / 25 / 32 / 40 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,690.941.00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/95/73/DAS_1849573_20200824_130947.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1743744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit FlowFit collecting device for pressing indicator | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,50 / 63 / 75 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,154.455.00.1,,2.6 cm,,,,,,,,,,customised / stainless steel brushed,,,,,,,,,,,,,,,,,,,,,,,5.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/83/14/DAS_558314_20170928_090216.jpg",,,,,,,18.8 cm,17.1 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_472894,,,,,,,,,,,,,,,,,,,,,,,,,2.6 cm,,,,,,,,,"Geberit CleanLine shower channel, tile-bearing | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,390.013.14.1,6.2 cm²,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,32 mm,,,,,28 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,390.113.14.1,10.2 cm²,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,40 mm,,,,,36 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,390.213.14.1,16.6 cm²,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,50 mm,,,,,46 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,390.313.14.1,38.3 cm²,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,75 mm,,,,,69.8 mm,,,,,,,,,,,,2.6 mm,
,,,,,,,,,390.413.14.1,55.2 cm²,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,90 mm,,,,,83.8 mm,,,,,,,,,,,,3.1 mm,
,,,,,,,,,390.513.14.1,83 cm²,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,110 mm,,,,,102.8 mm,,,,,,,,,,,,3.6 mm,
,,,,,,,,,390.613.14.1,106.8 cm²,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/14/21/DAS_121421_20170925_171837.jpg",,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_101487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Silent-PP pipe with two sockets | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,125 mm,,,,,116.6 mm,,,,,,,,,,,,4.2 mm,
