A,A1,AB,AB1,AB2,AD,AD1,Access width,Aim,ArticleCode,A²,B,B1,B2,B3,B4,B5,Battery capacity,Battery charge time,Blade,Cabinet width,Colour / surface,Compatibility,Connection,Content,Cut-out,D,D1,DN,DN1,DNV,Discharge rate,Door,Drain,E,E1,Fastening,Fastening points,G,G1,Gl,Glass thickness,Glass thickness door,Gs,H,H1,H2,H3,Hinge material,IK,ImageURL,Inlet,Insulation,K,K1 max.,K2 max.,K3 max.,L,L1,L2,L3,La,Luminous flux,Luminous flux (max. / above / below),"Luminous flux, above","Luminous flux, below","Luminous flux, indirect",M,Main element weight,Mix & Match,Mixer,Model,NPT,Nominal width,Number of outlets,Number of power sockets,Outlet,Overflow,PN,PageURL,Plug type,Power consumption,Power consumption of mirror heating,Power socket,Product material,Protection class,Quick-release hinges,R,R1,RMF,RMF1,Rg,Rp,Rp1,RpMF,RpMF1,S,SW,Sanitary module,Sealing of connection,Shelf space,Soft-closing mechanism,Specification number,Straight connector,T,T1,T2,T3,T4,T5,T6,Tap hole,Tip,Title,Total water capacity,Towel rail,Trap cutout,Washbasin width,With overflow hole,X,X1,X2,X3,X4,X5,X6,Z,Z1,Z2,Z3,Z4,Z5,Z6,a,a1,arc,arc2,b,c,"d, ø","d1, ø","d2, ø","d3, ø","da, ø","di, ø","di1, ø",h,h1,h2,k,l,l1,l2,m,n,r,s,s1
,,,,,,,,,690.254.00.1,,,,,,,,,,,,,[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/70/66/DAS_377066_20190212_134955.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_274732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geberit Mepla set of pressing jaws [2] | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,20 / 26 / 32 / 40 / 50 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.620.01.2,,60 cm,57 cm,60 cm,,,,,,,59.5 cm,white,,,,,,,,,,,,,,,,,,,,,,,17 cm,15 cm,12 cm,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/58/19/DAS_395819_20200619_121120.jpg",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833027,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,11.5 cm,6.5 cm,16.5 cm,,,,centred,,Geberit Acanto washbasin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.880.00.1,,120 cm,117 cm,30 cm,,,,,,,119 cm,white,,,,,,,,,,,,,,,,,,,,,,,17 cm,15.5 cm,13 cm,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/00/03/DAS_1890003_20201111_163845.jpg",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833027,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,12 cm,6 cm,17 cm,,,,left and right,,Geberit Acanto washbasin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.880.00.3,,120 cm,117 cm,,,,,,,,119 cm,white,,,,,,,,,,,,,,,,,,,,,,,17 cm,15.5 cm,13 cm,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/66/DAS_1889966_20200923_165840.jpg",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833027,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,12 cm,,,,,,without,,Geberit Acanto washbasin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.880.00.5,,120 cm,117 cm,30 cm,,,,,,,119 cm,white,,,,,,,,,,,,,,,,,,,,,,,17 cm,15.5 cm,13 cm,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/67/DAS_1889967_20200923_165841.jpg",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833027,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,12 cm,6 cm,17 cm,,,,left and right,,Geberit Acanto washbasin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.880.00.7,,120 cm,117 cm,,,,,,,,119 cm,white,,,,,,,,,,,,,,,,,,,,,,,17 cm,15.5 cm,13 cm,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/68/DAS_1889968_20200923_165843.jpg",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833027,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,12 cm,,,,,,without,,Geberit Acanto washbasin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,34725,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/21/63/DAS_122163_20170927_171459.jpg",,,,,,,3.6 cm,2.7 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103333,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Copper elbow adaptor 90° with female thread (gas) | Geberit product catalogue,,,,,,,,,,,,,1.6 cm,1.7 cm,,,,,,,,90 °,,,,15 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,34726,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/21/63/DAS_122163_20170927_171459.jpg",,,,,,,3.6 cm,3 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103333,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Copper elbow adaptor 90° with female thread (gas) | Geberit product catalogue,,,,,,,,,,,,,1.6 cm,2 cm,,,,,,,,90 °,,,,18 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,34727,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/21/63/DAS_122163_20170927_171459.jpg",,,,,,,4.5 cm,3.3 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103333,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mapress Copper elbow adaptor 90° with female thread (gas) | Geberit product catalogue,,,,,,,,,,,,,2.4 cm,2.1 cm,,,,,,,,90 °,,,,22 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.780.01.2,,60 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/87/20/DAS_508720_20170925_153000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833255,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,,,,,,,centred,,"Geberit VariForm lay-on washbasin, rectangular, with tap hole bench | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.781.01.2,,60 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,15.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/87/10/DAS_508710_20201007_131000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833255,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,,,,,,,centred,,"Geberit VariForm lay-on washbasin, rectangular, with tap hole bench | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.732.01.2,,60 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,17.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/64/43/DAS_506443_20170925_152918.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,visible,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833184,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,,,,,,,centred,,"Geberit VariForm countertop washbasin, elliptic, with tap hole bench | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.734.01.2,,60 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,17.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/64/36/DAS_506436_20201007_130945.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1833184,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,,,,,,,centred,,"Geberit VariForm countertop washbasin, elliptic, with tap hole bench | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,90079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 3/4 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78 mm,57 mm,,,,,,,,,,,,3 mm,
,,,,,,,,,90080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 mm,10 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 mm,13 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 mm,19.6 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1/4 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 mm,25.6 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1/2 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 mm,32 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 3/4 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 mm,39 mm,,,,,,,,,,,,2 mm,
,,,,,,,,,90086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 3/8 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 mm,51 mm,,,,,,,,,,,,3 mm,
,,,,,,,,,90088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7 mm,76 mm,,,,,,,,,,,,3 mm,
,,,,,,,,,90089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 1/2 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97 mm,84 mm,,,,,,,,,,,,3 mm,
,,,,,,,,,90220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 1/2 ″,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/22/18/DAS_122218_20170927_172035.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress flat gasket, EPDM, black | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 mm,54 mm,,,,,,,,,,,,3 mm,
,,,,,,,,,601.360.00.5,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,9.8 cm,2.4 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.4 cm,0.9 cm,,,,,,,,90 °,,,,16 mm,16 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,602.360.00.5,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,10.3 cm,2.4 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.4 cm,1.1 cm,,,,,,,,90 °,,,,20 mm,20 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,603.360.00.5,,,,,,,,,,,,,,,,,,,20 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,11.2 cm,2.6 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.4 cm,1.3 cm,,,,,,,,90 °,,,,26 mm,26 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,603.362.00.5,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,11.8 cm,2.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.7 cm,1.4 cm,,,,,,,,90 °,,,,26 mm,26 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,604.360.00.5,,,,,,,,,,,,,,,,,,,25 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,10.6 cm,3 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.5 cm,1.7 cm,,,,,,,,90 °,,,,32 mm,32 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,604.362.00.5,,,,,,,,,,,,,,,,,,,25 / 20,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,11.2 cm,3.1 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.8 cm,1.7 cm,,,,,,,,90 °,,,,32 mm,32 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,604.363.00.5,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,12 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,1.8 cm,,,,,,,,90 °,,,,32 mm,32 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,605.360.00.5,,,,,,,,,,,,,,,,,,,32 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,12 cm,3.2 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.6 cm,1.7 cm,,,,,,,,90 °,,,,40 mm,40 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,605.362.00.5,,,,,,,,,,,,,,,,,,,32 / 20,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,12.6 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.9 cm,2.2 cm,,,,,,,,90 °,,,,40 mm,40 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,605.363.00.5,,,,,,,,,,,,,,,,,,,32 / 25,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,13.2 cm,3.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.2 cm,2.1 cm,,,,,,,,90 °,,,,40 mm,40 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,605.364.00.5,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,14.4 cm,4 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 1/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.8 cm,2.1 cm,,,,,,,,90 °,,,,40 mm,40 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,606.360.00.5,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,16.6 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,4.5 cm,2.6 cm,,,,,,,,90 °,,,,50 mm,50 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,606.361.00.5,,,,,,,,,,,,,,,,,,,40 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,13.2 cm,3.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.8 cm,2.3 cm,,,,,,,,90 °,,,,50 mm,50 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,606.362.00.5,,,,,,,,,,,,,,,,,,,40 / 20,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,13.8 cm,4 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,3/4 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.1 cm,2.7 cm,,,,,,,,90 °,,,,50 mm,50 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,606.363.00.5,,,,,,,,,,,,,,,,,,,40 / 25,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,14.6 cm,4.4 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.5 cm,2.5 cm,,,,,,,,90 °,,,,50 mm,50 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,607.360.00.5,,,,,,,,,,,,,,,,,,,50 / 15,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,19.2 cm,4.2 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,2.9 cm,2.7 cm,,,,,,,,90 °,,,,63 mm,63 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,607.363.00.5,,,,,,,,,,,,,,,,,,,50 / 25,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,20.6 cm,4.8 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,1 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,3.6 cm,2.9 cm,,,,,,,,90 °,,,,63 mm,63 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,607.366.00.5,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/55/90/DAS_125590_20170925_150816.jpg",,,,,,,23.8 cm,5.7 cm,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102845,,,,,,,,,,,,,2 ″,,,,,,,,,,,,,,,,,,,,,Geberit Mepla T-piece with female thread | Geberit product catalogue,,,,,,,,,,,,,5.2 cm,3.1 cm,,,,,,,,90 °,,,,63 mm,63 mm,,,,,,,,,,,,,,,,,
